STATE,DISTRICT,TEH_NAME,BLOCK_NAME,LAT,LON,SITE_NAME,SITE_TYPE,WLCODE,YEAR_OBS,MONSOON,POMRB,POMKH,PREMON
BR,Sheikhpura,Barbigha,Barbhiga,25.22472222,85.73416667,Sherpar,"Dug Well",W29192,2018,5.04,NA,NA,9.66
BR,Sheikhpura,Barbigha,Barbhiga,25.21694444,85.73777778,Barbigha,"Dug Well",W29182,2018,7.48,3.39,NA,NA
BR,Sheikhpura,Sheikhpura,Sheikhpura,25.17027778,85.7925,Nemdarganj,"Dug Well",W29158,2018,2.37,2.69,NA,NA
BR,Sheikhpura,Barbigha,"Shekhopur Sarai",25.14,85.69944444,Ambari,"Dug Well",W29149,2018,6.03,3.88,NA,NA
BR,Sheikhpura,Barbigha,Barbhiga,25.21666667,85.79583333,Keoti1,"Dug Well",W12970,2018,1.33,4.43,NA,NA
BR,Sheikhpura,Sheikhpura,Sheikhpura,25.14583333,85.85416667,Barbigha,"Dug Well",W12552,2018,5.51,7.94,NA,NA
BR,Sheikhpura,Barbigha,Barbhiga,25.21722222,85.74388889,"Koeri Bigha","Dug Well",W29184,2018,4.53,5.26,NA,NA
BR,Sheikhpura,Barbigha,Barbhiga,25.22472222,85.73416667,Sherpar,"Dug Well",W29192,2017,NA,5.26,NA,6.81
BR,Sheikhpura,Barbigha,Barbhiga,25.21666667,85.79583333,Keoti1,"Dug Well",W12970,2017,1.62,2.22,3.66,5.91
BR,Sheikhpura,Barbigha,Barbhiga,25.21722222,85.74388889,"Koeri Bigha","Dug Well",W29184,2017,3.4,2.76,4.49,4.36
BR,Sheikhpura,Barbigha,Barbhiga,25.21694444,85.73777778,Barbigha,"Dug Well",W29182,2017,6.01,6.06,6.42,6.41
BR,Sheikhpura,Sheikhpura,Sheikhpura,25.17027778,85.7925,Nemdarganj,"Dug Well",W29158,2017,1.01,1.76,2.3,3
BR,Sheikhpura,Barbigha,"Shekhopur Sarai",25.14,85.69944444,Ambari,"Dug Well",W29149,2017,5.27,5.31,6.04,6.05
BR,Sheikhpura,Sheikhpura,Sheikhpura,25.14583333,85.85416667,Barbigha,"Dug Well",W12552,2017,NA,2.28,3.79,7.92
BR,Sheikhpura,Barbigha,Barbhiga,25.21666667,85.79583333,Keoti1,"Dug Well",W12970,2016,1.23,NA,2.8,3.34
BR,Sheikhpura,Sheikhpura,Sheikhpura,25.17027778,85.7925,Nemdarganj,"Dug Well",W29158,2016,1.25,3.15,1.47,5.33
