STATE,DISTRICT,TEH_NAME,BLOCK_NAME,LAT,LON,SITE_NAME,SITE_TYPE,WLCODE,YEAR_OBS,MONSOON,POMRB,POMKH,PREMON
JH,Simdega,Jaldega,Jaldega,22.57222222,84.81888889,Lachargarh,"Dug Well",W16899,2018,NA,3.45,3.1,NA
JH,Simdega,Jaldega,Simdega,22.68083333,84.56194444,Tengratuku,"Dug Well",W27932,2018,NA,2.82,4.25,NA
JH,Simdega,Jaldega,Jaldega,22.55138889,84.73,Biru,"Dug Well",W27863,2018,NA,3.11,5.28,NA
JH,Simdega,Simdega,Simdega,22.7,84.38638889,Ghagra-3,"Dug Well",W16905,2018,NA,4.27,5.3,NA
JH,Simdega,Simdega,Simdega,22.58833333,84.49166667,Gumla,"Dug Well",W16906,2018,NA,4.78,2.9,NA
JH,Simdega,Kolebira,Kolebira,22.705,84.68361111,Boisi,"Dug Well",W16902,2018,NA,6.38,5.9,NA
JH,Simdega,Kolebira,Kolebira,22.66,84.83666667,Adar-1,"Dug Well",W16901,2018,NA,5.5,5.55,NA
JH,Simdega,Bano,Bano,22.66055556,84.92194444,Palkot,"Dug Well",W16892,2018,NA,5.9,5.9,NA
JH,Simdega,Thethaitangar,Thethaitangar,22.51055556,84.51666667,Bano,"Dug Well",W16910,2018,NA,1.86,1.55,NA
JH,Simdega,Jaldega,Jaldega,22.57222222,84.81888889,Lachargarh,"Dug Well",W16899,2017,'0.95,3.55,2.4,5.7
JH,Simdega,Jaldega,Simdega,22.68083333,84.56194444,Tengratuku,"Dug Well",W27932,2017,'0.6,4.95,2.2,7.3
JH,Simdega,Jaldega,Jaldega,22.55138889,84.73,Biru,"Dug Well",W27863,2017,'0.92,4.65,2.6,5.9
JH,Simdega,Simdega,Simdega,22.7,84.38638889,Ghagra-3,"Dug Well",W16905,2017,2.4,6.05,3.45,7.9
JH,Simdega,Thethaitangar,Thethaitangar,22.51055556,84.51666667,Bano,"Dug Well",W16910,2017,'0.52,2,1.3,3.4
JH,Simdega,Kolebira,Kolebira,22.705,84.68361111,Boisi,"Dug Well",W16902,2017,2.25,7.18,4.9,8.2
JH,Simdega,Kolebira,Kolebira,22.66,84.83666667,Adar-1,"Dug Well",W16901,2017,1.9,4.4,3.7,8.3
JH,Simdega,Bano,Bano,22.66055556,84.92194444,Palkot,"Dug Well",W16892,2017,2.8,4.35,3.25,7.5
JH,Simdega,Simdega,Simdega,22.58833333,84.49166667,Gumla,"Dug Well",W16906,2017,1.15,4.15,2.7,8.8
JH,Simdega,Kolebira,Kolebira,22.66,84.83666667,Adar-1,"Dug Well",W16901,2016,3.25,NA,3.8,7.8
JH,Simdega,Jaldega,Jaldega,22.57222222,84.81888889,Lachargarh,"Dug Well",W16899,2016,2.05,NA,2.7,5.29
