STATE,DISTRICT,TEH_NAME,BLOCK_NAME,LAT,LON,SITE_NAME,SITE_TYPE,WLCODE,YEAR_OBS,MONSOON,POMRB,POMKH,PREMON
PB,Ludhiana,Samrala,Machhiwara,30.85,76.075,Lalan1,"Dug Well",W30399,2018,11.33,NA,NA,11.17
PB,Ludhiana,Samrala,"Ludhiana - Ii",30.87277778,76.0875,Punjeta,"Dug Well",W30409,2018,10.75,NA,NA,NA
PB,Ludhiana,"Ludhiana (east)",Dehlon,30.7375,75.84166667,"Gopalpur 1(d)","Tube Well",W13321,2018,NA,18.72,19.96,NA
PB,Ludhiana,Samrala,Machhiwara,30.86611111,76.23138889,Mushkabad,"Dug Well",W13346,2018,NA,12.17,12.23,NA
PB,Ludhiana,Jagraon,Jagraon,30.775,75.47083333,"Jagraon 1(d)","Tube Well",W13310,2018,37.21,22.13,NA,NA
PB,Ludhiana,"Ludhiana (east)","Ludhiana - I",30.90277778,75.81111111,"Ludhiana 1(d)","Tube Well",W13328,2018,34.38,28.91,NA,NA
PB,Ludhiana,Samrala,Machhiwara,30.88333333,76.2,"Samrala 1(d)","Tube Well",W13349,2018,15.71,14.4,NA,NA
PB,Ludhiana,Samrala,Machhiwara,30.9375,76.24444444,Sherian,"Dug Well",W13351,2018,4.47,4.04,NA,NA
PB,Ludhiana,Samrala,Samrala,30.81944444,76.19666667,Utlan,"Dug Well",W13353,2018,NA,NA,10.81,10.56
PB,Ludhiana,"Ludhiana (east)","Ludhiana - I",30.9,75.79166667,"Chattar Singh Park-ldh","Tube Well",W13324,2018,NA,NA,43.21,NA
PB,Ludhiana,"Ludhiana (west)",Pakhowal,30.72638889,75.7,Lil,"Tube Well",W21956,2018,18.28,NA,NA,15
PB,Ludhiana,Jagraon,"Sidhwan Bet",30.92333333,75.44,"Sidhwan Bet-Pz","Tube Well",W30418,2018,11.15,8.81,NA,NA
PB,Ludhiana,Samrala,Machhiwara,30.88333333,76.2,"Samrala 2(s)","Tube Well",W30410,2018,15.34,14.29,NA,NA
PB,Ludhiana,Samrala,Machhiwara,30.90416667,76.28888889,Bhahlolpur-DW,"Dug Well",W30416,2018,13.38,12.78,NA,NA
PB,Ludhiana,Khanna,Khanna,30.70194444,76.21861111,Ikloha-Pz,"Tube Well",W30331,2018,25.25,24.52,NA,NA
PB,Ludhiana,"Ludhiana (west)",Pakhowal,30.72638889,75.7,"Lil-Pz III","Tube Well",W30344,2018,18.2,12.97,NA,NA
PB,Ludhiana,"Ludhiana (east)",Doraha,30.8,76.02083333,Doraha-Pz,"Tube Well",W30377,2018,8.05,6.94,NA,NA
PB,Ludhiana,Jagraon,Jagraon,30.79277778,75.56138889,Pabbian-Pz,"Tube Well",W30371,2018,32.74,19.4,NA,NA
PB,Ludhiana,"Ludhiana (east)",Dehlon,30.83055556,75.92361111,Harnampur,"Tube Well",W30389,2018,NA,19.43,NA,NA
PB,Ludhiana,Raikot,Jagraon,30.83222222,75.64055556,Ragba-Pz,"Tube Well",W30390,2018,NA,21.45,NA,NA
PB,Ludhiana,Jagraon,"Ludhiana - I",30.83722222,75.8375,Sanewal-Pz,"Tube Well",W30393,2018,NA,17.1,NA,NA
PB,Ludhiana,"Ludhiana (east)","Ludhiana - I",30.84861111,75.88861111,Lohara-Pz,"Tube Well",W30397,2018,NA,30.6,NA,NA
PB,Ludhiana,"Ludhiana (east)","Ludhiana - I",30.86666667,75.71805556,Gohaur-Pz,"Tube Well",W30408,2018,NA,23,NA,NA
PB,Ludhiana,Jagraon,"Sidhwan Bet",30.83527778,75.40166667,Galibkalan-Pz,"Tube Well",W30391,2018,NA,25.7,NA,NA
PB,Ludhiana,Jagraon,"Sidhwan Bet",30.85027778,75.59083333,"Talwandi Kalan-Pz","Tube Well",W30402,2018,NA,20.25,NA,NA
PB,Ludhiana,Jagraon,"Sidhwan Bet",30.93194444,75.41166667,Lodhiwal-Pz,"Tube Well",W30422,2018,NA,11.25,NA,NA
PB,Ludhiana,Jagraon,"Sidhwan Bet",30.94527778,75.61277778,Aliwal-Pz,"Tube Well",W30425,2018,NA,9.8,NA,NA
PB,Ludhiana,"Ludhiana (east)",Machhiwara,30.84916667,76.08222222,Katanikalan-Pz,"Tube Well",W30398,2018,NA,8.9,NA,NA
PB,Ludhiana,Samrala,Machhiwara,30.85277778,76.12083333,Lelon-Pz,"Tube Well",W30404,2018,NA,5.2,NA,NA
PB,Ludhiana,Samrala,Machhiwara,30.93611111,76.30416667,Sherpur-Pz,"Tube Well",W30424,2018,NA,5.15,NA,NA
PB,Ludhiana,Samrala,Machhiwara,30.95277778,76.24972222,Hambowal-Pz,"Tube Well",W30428,2018,NA,5.9,NA,NA
PB,Ludhiana,Samrala,Machhiwara,30.96388889,76.1625,Udonwal-Pz,"Tube Well",W30432,2018,NA,4.55,NA,NA
PB,Ludhiana,"Ludhiana (east)","Ludhiana - Ii",30.8875,76.1125,Upplan,"Tube Well",W30412,2018,NA,8.5,NA,NA
PB,Ludhiana,"Ludhiana (east)","Ludhiana - Ii",30.96,76.05972222,Chaunta-Pz,"Tube Well",W30430,2018,NA,5.9,NA,NA
PB,Ludhiana,Khanna,Khanna,30.56833333,76.08055556,"Bharthala Randhawa-Pz","Tube Well",W30279,2018,NA,24.3,NA,NA
PB,Ludhiana,Khanna,Khanna,30.64694444,76.06888889,Dinnamder-Pz,"Tube Well",W30309,2018,NA,22.6,NA,NA
PB,Ludhiana,Amloh,Khanna,30.69166667,76.33333333,"Lohar Majra","Tube Well",W30325,2018,NA,21.45,NA,NA
PB,Ludhiana,Khanna,Khanna,30.70027778,76.26472222,"Manak Majra-Pz","Tube Well",W30330,2018,NA,22.8,NA,NA
PB,Ludhiana,Khanna,Khanna,30.73861111,76.16111111,Kishangarh-Pz,"Tube Well",W30352,2018,NA,20.9,NA,NA
PB,Ludhiana,Raikot,Pakhowal,30.64388889,75.70277778,Raikot-Pz,"Tube Well",W30307,2018,NA,30.2,NA,NA
PB,Ludhiana,"Ludhiana (west)",Pakhowal,30.64583333,75.7375,Rashin,"Tube Well",W30308,2018,NA,29.18,NA,NA
PB,Ludhiana,Raikot,Pakhowal,30.69222222,75.61277778,Nurpur-Pz,"Tube Well",W30326,2018,NA,30.7,NA,NA
PB,Ludhiana,"Ludhiana (west)",Pakhowal,30.74805556,75.785,"Mehma Singh Wala-Pz","Tube Well",W30356,2018,NA,22.8,NA,NA
PB,Ludhiana,Samrala,Samrala,30.7375,76.18333333,Dodpur-Pz,"Tube Well",W30349,2018,NA,20.65,NA,NA
PB,Ludhiana,Payal,Doraha,30.72555556,76.06361111,Payal-Pz,"Tube Well",W30343,2018,NA,18.6,NA,NA
PB,Ludhiana,Payal,Doraha,30.75527778,75.96083333,Bilaspur-Pz,"Tube Well",W30362,2018,NA,10.05,NA,NA
PB,Ludhiana,Payal,Doraha,30.75833333,76.02194444,"Chankian Khurd-Pz","Tube Well",W30363,2018,NA,8.96,NA,NA
PB,Ludhiana,"Ludhiana (east)",Dehlon,30.61916667,75.9575,Kishanpur-Pz,"Tube Well",W30298,2018,NA,27.85,NA,NA
PB,Ludhiana,"Ludhiana (east)",Dehlon,30.66222222,75.92361111,Rashiana-Pz,"Tube Well",W30315,2018,NA,24.1,NA,NA
PB,Ludhiana,"Ludhiana (east)",Dehlon,30.7125,75.93333333,"Bhikhi Khatron-Pz","Tube Well",W30338,2018,NA,15.03,NA,NA
PB,Ludhiana,Jagraon,Jagraon,30.72861111,75.5125,Roomi-Pz,"Tube Well",W30345,2018,NA,26.8,NA,NA
PB,Ludhiana,Raikot,Jagraon,30.73027778,75.53833333,Sajaywal-Pz,"Tube Well",W30346,2018,NA,25.05,NA,NA
PB,Ludhiana,"Ludhiana (east)","Ludhiana - Ii",30.98055556,75.9125,Mangat-Pz,"Tube Well",W30434,2018,NA,12.05,NA,NA
PB,Ludhiana,Raikot,Sudhar,30.725,75.59166667,"Rajona Khurd","Tube Well",W30341,2018,NA,27.13,NA,NA
PB,Ludhiana,"Ludhiana (west)",Sudhar,30.74027778,75.67166667,Chhapar-Pz,"Tube Well",W30353,2018,NA,25.2,NA,NA
PB,Ludhiana,Raikot,Sudhar,30.74888889,75.67166667,Rattewal-Pz,"Tube Well",W30357,2018,NA,25.15,NA,NA
PB,Ludhiana,"Ludhiana (east)","Ludhiana - I",30.90277778,75.81111111,"P.A.U.Ludhiana 2(s)","Tube Well",W30415,2018,NA,33.54,29.65,NA
PB,Ludhiana,"Ludhiana (east)",Dehlon,30.7375,75.84166667,"Gopalpur 2(s)","Tube Well",W30348,2018,NA,19,19.84,NA
PB,Ludhiana,"Ludhiana (west)",Pakhowal,30.77944444,75.73722222,Chaminala-Pz,"Tube Well",W30369,2018,NA,23.4,NA,NA
PB,Ludhiana,Samrala,Samrala,30.825,76.16111111,Bhagwanpur-Pz,"Tube Well",W30387,2018,NA,15,NA,NA
PB,Ludhiana,Jagraon,Jagraon,30.79277778,75.56138889,Pandori-Pz,"Tube Well",W30372,2018,NA,21.95,NA,NA
PB,Ludhiana,"Ludhiana (east)","Ludhiana - I",30.79416667,75.85666667,Alamgir-Pz,"Tube Well",W30373,2018,NA,20.35,NA,NA
PB,Ludhiana,Raikot,Sudhar,30.79583333,75.72361111,Khandur,"Tube Well",W30374,2018,NA,23.44,NA,NA
PB,Ludhiana,Jagraon,Jagraon,30.775,75.47083333,"Jagraon 2(s)","Tube Well",W32183,2018,NA,NA,84,16.54
PB,Ludhiana,Khanna,Khanna,30.70194444,76.21861111,Maksudra-Pz,"Tube Well",W30332,2018,NA,NA,10.55,NA
PB,Ludhiana,Samrala,Doraha,30.81666667,76.05555556,Begowal,"Dug Well",W30384,2018,NA,NA,9.96,11.02
PB,Ludhiana,Jagraon,Jagraon,30.775,75.47083333,"Jagraon 2(s)","Tube Well",W32183,2017,NA,21.5,NA,NA
PB,Ludhiana,Jagraon,Jagraon,30.67972222,75.45888889,Manoke-Pz,"Tube Well",W30321,2017,NA,29.7,NA,NA
PB,Ludhiana,Jagraon,Jagraon,30.775,75.47083333,"Jagraon 1(d)","Tube Well",W13310,2017,20.92,NA,22.36,22.19
PB,Ludhiana,Samrala,Machhiwara,30.86611111,76.23138889,Mushkabad,"Dug Well",W13346,2017,12.72,12.53,11.5,NA
PB,Ludhiana,"Ludhiana (east)","Ludhiana - I",30.9,75.79166667,"Chattar Singh Park-ldh","Tube Well",W13324,2017,40.46,39.71,NA,39.98
PB,Ludhiana,"Ludhiana (west)",Pakhowal,30.72638889,75.7,Lil,"Tube Well",W21956,2017,17.26,17.13,17.5,14.38
PB,Ludhiana,Samrala,Samrala,30.81944444,76.19666667,Utlan,"Dug Well",W13353,2017,12.6,11.96,12.72,12.5
PB,Ludhiana,"Ludhiana (east)",Dehlon,30.7375,75.84166667,"Gopalpur 1(d)","Tube Well",W13321,2017,20.84,18.25,19.5,18.68
PB,Ludhiana,"Ludhiana (east)","Ludhiana - I",30.90277778,75.81111111,"Ludhiana 1(d)","Tube Well",W13328,2017,31.22,32.45,34.94,33.95
PB,Ludhiana,Samrala,Machhiwara,30.88333333,76.2,"Samrala 1(d)","Tube Well",W13349,2017,15.38,14.21,14.56,15.12
PB,Ludhiana,Samrala,Machhiwara,30.9375,76.24444444,Sherian,"Dug Well",W13351,2017,4.09,4.32,3.84,4.04
PB,Ludhiana,"Ludhiana (east)",Doraha,30.8,76.02083333,Doraha-Pz,"Tube Well",W30377,2017,7.35,7.3,6.9,7.53
PB,Ludhiana,Samrala,Machhiwara,30.85,76.075,Lalan1,"Dug Well",W30399,2017,NA,9.87,9.49,11.17
PB,Ludhiana,Samrala,Machhiwara,30.88333333,76.2,"Samrala 2(s)","Tube Well",W30410,2017,14.91,NA,14.41,14.84
PB,Ludhiana,"Ludhiana (west)",Pakhowal,30.72638889,75.7,"Lil-Pz III","Tube Well",W30344,2017,13.2,13.98,14.48,NA
PB,Ludhiana,"Ludhiana (east)",Dehlon,30.83055556,75.92361111,Harnampur,"Tube Well",W30389,2017,NA,18.63,19.91,NA
PB,Ludhiana,Raikot,Jagraon,30.83222222,75.64055556,Ragba-Pz,"Tube Well",W30390,2017,NA,20.1,22.06,NA
PB,Ludhiana,Jagraon,"Ludhiana - I",30.83722222,75.8375,Sanewal-Pz,"Tube Well",W30393,2017,NA,16.5,17.2,NA
PB,Ludhiana,"Ludhiana (east)","Ludhiana - I",30.84861111,75.88861111,Lohara-Pz,"Tube Well",W30397,2017,NA,29.52,30.5,NA
PB,Ludhiana,"Ludhiana (east)","Ludhiana - I",30.86666667,75.71805556,Gohaur-Pz,"Tube Well",W30408,2017,NA,21.95,23.05,NA
PB,Ludhiana,Jagraon,"Sidhwan Bet",30.83527778,75.40166667,Galibkalan-Pz,"Tube Well",W30391,2017,NA,23.85,25.6,NA
PB,Ludhiana,Jagraon,"Sidhwan Bet",30.85027778,75.59083333,"Talwandi Kalan-Pz","Tube Well",W30402,2017,NA,19.3,21,NA
PB,Ludhiana,Jagraon,"Sidhwan Bet",30.93194444,75.41166667,Lodhiwal-Pz,"Tube Well",W30422,2017,NA,11.86,12.36,NA
PB,Ludhiana,Jagraon,"Sidhwan Bet",30.94527778,75.61277778,Aliwal-Pz,"Tube Well",W30425,2017,NA,9.05,10.1,NA
PB,Ludhiana,"Ludhiana (east)",Machhiwara,30.84916667,76.08222222,Katanikalan-Pz,"Tube Well",W30398,2017,NA,9.5,9.2,NA
PB,Ludhiana,Samrala,Machhiwara,30.85277778,76.12083333,Lelon-Pz,"Tube Well",W30404,2017,NA,5.45,4.7,NA
PB,Ludhiana,Samrala,Machhiwara,30.93611111,76.30416667,Sherpur-Pz,"Tube Well",W30424,2017,NA,5.35,5.15,NA
PB,Ludhiana,Samrala,Machhiwara,30.95277778,76.24972222,Hambowal-Pz,"Tube Well",W30428,2017,NA,6.3,6.2,NA
PB,Ludhiana,Samrala,Machhiwara,30.96388889,76.1625,Udonwal-Pz,"Tube Well",W30432,2017,NA,4.9,4.7,NA
PB,Ludhiana,Samrala,"Ludhiana - Ii",30.87277778,76.0875,Punjeta,"Dug Well",W30409,2017,NA,10.4,11.55,NA
PB,Ludhiana,"Ludhiana (east)","Ludhiana - Ii",30.8875,76.1125,Upplan,"Tube Well",W30412,2017,NA,8.75,8.85,NA
PB,Ludhiana,"Ludhiana (east)","Ludhiana - Ii",30.96,76.05972222,Chaunta-Pz,"Tube Well",W30430,2017,NA,5.95,6.05,NA
PB,Ludhiana,Khanna,Khanna,30.56833333,76.08055556,"Bharthala Randhawa-Pz","Tube Well",W30279,2017,NA,23.35,24.72,NA
PB,Ludhiana,Khanna,Khanna,30.64694444,76.06888889,Dinnamder-Pz,"Tube Well",W30309,2017,NA,21.5,23.6,NA
PB,Ludhiana,Amloh,Khanna,30.69166667,76.33333333,"Lohar Majra","Tube Well",W30325,2017,NA,21.1,21.85,NA
PB,Ludhiana,Khanna,Khanna,30.70027778,76.26472222,"Manak Majra-Pz","Tube Well",W30330,2017,NA,22.6,23.5,NA
PB,Ludhiana,Khanna,Khanna,30.73861111,76.16111111,Kishangarh-Pz,"Tube Well",W30352,2017,NA,20.4,21.25,NA
PB,Ludhiana,Raikot,Pakhowal,30.64388889,75.70277778,Raikot-Pz,"Tube Well",W30307,2017,NA,28,30.6,NA
PB,Ludhiana,"Ludhiana (west)",Pakhowal,30.64583333,75.7375,Rashin,"Tube Well",W30308,2017,NA,27.03,29.08,NA
PB,Ludhiana,Raikot,Pakhowal,30.69222222,75.61277778,Nurpur-Pz,"Tube Well",W30326,2017,NA,28.5,30.5,NA
PB,Ludhiana,"Ludhiana (west)",Pakhowal,30.74805556,75.785,"Mehma Singh Wala-Pz","Tube Well",W30356,2017,NA,21.6,23.02,NA
PB,Ludhiana,Samrala,Samrala,30.7375,76.18333333,Dodpur-Pz,"Tube Well",W30349,2017,NA,19.75,20.95,NA
PB,Ludhiana,Payal,Doraha,30.72555556,76.06361111,Payal-Pz,"Tube Well",W30343,2017,NA,17.45,18.75,NA
PB,Ludhiana,Payal,Doraha,30.75527778,75.96083333,Bilaspur-Pz,"Tube Well",W30362,2017,NA,9.85,10.15,NA
PB,Ludhiana,Payal,Doraha,30.75833333,76.02194444,"Chankian Khurd-Pz","Tube Well",W30363,2017,NA,9.3,9,NA
PB,Ludhiana,"Ludhiana (east)",Dehlon,30.61916667,75.9575,Kishanpur-Pz,"Tube Well",W30298,2017,NA,27.4,29.3,NA
PB,Ludhiana,"Ludhiana (east)",Dehlon,30.66222222,75.92361111,Rashiana-Pz,"Tube Well",W30315,2017,NA,23.4,24.95,NA
PB,Ludhiana,"Ludhiana (east)",Dehlon,30.7125,75.93333333,"Bhikhi Khatron-Pz","Tube Well",W30338,2017,NA,13.88,15.03,NA
PB,Ludhiana,Jagraon,Jagraon,30.72861111,75.5125,Roomi-Pz,"Tube Well",W30345,2017,NA,26,29.8,NA
PB,Ludhiana,Raikot,Jagraon,30.73027778,75.53833333,Sajaywal-Pz,"Tube Well",W30346,2017,NA,24.05,28.75,NA
PB,Ludhiana,"Ludhiana (east)","Ludhiana - Ii",30.98055556,75.9125,Mangat-Pz,"Tube Well",W30434,2017,NA,12.2,15.45,NA
PB,Ludhiana,Raikot,Sudhar,30.725,75.59166667,"Rajona Khurd","Tube Well",W30341,2017,NA,25.88,30.18,NA
