STATE,DISTRICT,TEH_NAME,BLOCK_NAME,LAT,LON,SITE_NAME,SITE_TYPE,WLCODE,YEAR_OBS,MONSOON,POMRB,POMKH,PREMON
MS,Dhule,Shirpur-warwade,Sakri,20.97222222,74.44444444,Ichhapur,"Dug Well",W17265,2018,NA,2.85,6.15,NA
MS,Dhule,Sakri,Sakri,20.92361111,74.37722222,Dhamnar,"Dug Well",W31307,2018,6.9,6.65,NA,NA
MS,Dhule,Shirpur-warwade,Sakri,21.00416667,73.85611111,Charanmal,"Dug Well",W17263,2018,NA,1.6,2.1,NA
MS,Dhule,Shirpur-warwade,Sakri,21.21666667,74.23333333,Chadwel,"Dug Well",W17262,2018,NA,9.85,5.6,NA
MS,Dhule,Shirpur-warwade,Sakri,21.06666667,74.16388889,Dahival,"Dug Well",W17264,2018,NA,5.5,6.35,NA
MS,Dhule,Dhule,Shindkhede,21.18333333,74.68333333,Chimthane,"Dug Well",W17247,2018,NA,9.25,10.5,NA
MS,Dhule,Dhule,Shindkhede,21.21666667,74.81666667,Nardana,"Dug Well",W07033,2018,NA,7.06,8.2,NA
MS,Dhule,Dhule,Shindkhede,21.24583333,74.6375,Methi,"Dug Well",W07032,2018,NA,14.2,11.4,NA
MS,Dhule,Dondaicha-warwade,Dhule,20.96666667,74.775,Nangaon,"Dug Well",W07038,2018,NA,3.67,6.3,NA
MS,Dhule,Shirpur,Shirpur,21.52083333,74.9,Boradi,"Dug Well",W17258,2018,NA,10.62,7.5,NA
MS,Dhule,Shirpur,Shirpur,21.525,75.04722222,Palasner,"Dug Well",W07044,2018,NA,8.3,5.2,NA
MS,Dhule,Shirpur,Shirpur,21.26666667,75.10888889,Hisala,"Dug Well",W17259,2018,NA,21.65,19.2,NA
MS,Dhule,Shirpur,Shirpur,21.48333333,74.98333333,Sangivi,"Dug Well",W07045,2018,NA,4.55,6.35,NA
MS,Dhule,Dondaicha-warwade,Dhule,20.825,74.6,Ajnale,"Dug Well",W17250,2018,1.4,2.85,NA,NA
MS,Dhule,Dondaicha-warwade,Dhule,20.94916667,74.525,Ner-2,"Bore Well",W07041,2018,14.46,14.46,NA,NA
MS,Dhule,Sakri,Sakri,21.1,74.33027778,Nizampur,"Dug Well",W26914,2018,NA,4.85,5.8,NA
MS,Dhule,Sakri,Sakri,21.14611111,74.42194444,Dusane,"Dug Well",W26951,2018,NA,4.57,4.4,NA
MS,Dhule,Shindkhede,Shindkhede,21.15638889,74.5925,Shewade,"Dug Well",W26958,2018,NA,6.95,7.1,NA
MS,Dhule,Dhule,Dhule,20.9075,74.59833333,Kusumba,"Dug Well",W26784,2018,NA,9.7,6.8,NA
MS,Dhule,Dhule,Dhule,20.93611111,74.51472222,Ner-1,"Dug Well",W26801,2018,NA,9.1,9.5,NA
MS,Dhule,Dhule,Dhule,20.71805556,74.83111111,Borkund,"Dug Well",W26666,2018,NA,5.9,4.2,NA
MS,Dhule,Shirpur,Shirpur,21.42388889,74.98138889,Hadakhed,"Dug Well",W27126,2018,NA,4.21,2.55,NA
MS,Dhule,Shirpur,Shirpur,21.46055556,74.89972222,Samaryapada,"Dug Well",W27155,2018,NA,3.55,5.8,NA
MS,Dhule,Shindkhede,Shindkhede,21.32361111,74.57333333,Dondaicha-1,"Dug Well",W27057,2018,NA,11.29,7.15,NA
MS,Dhule,Dhule,Dhule,20.89,74.83805556,Phagne,"Dug Well",W26775,2018,NA,5.75,5.65,NA
MS,Dhule,Shirpur,Shirpur,21.29611111,75.01694444,Saver,"Dug Well",W27045,2018,NA,9.4,11.6,NA
MS,Dhule,Shirpur-warwade,Sakri,20.95,73.96666667,"Burdi Pada","Dug Well",W17261,2018,NA,4.07,4.1,NA
MS,Dhule,Shirpur-warwade,Sakri,20.95,74.125,Pimpalner,"Dug Well",W07046,2018,NA,2.01,4.2,NA
