STATE,DISTRICT,TEH_NAME,BLOCK_NAME,LAT,LON,SITE_NAME,SITE_TYPE,WLCODE,YEAR_OBS,MONSOON,POMRB,POMKH,PREMON
TN,Thoothukkudi,Sattankulam,Sathankulam,8.43333333,77.90277778,Satankulam,"Bore Well",W02735,2018,9.55,3.67,NA,NA
TN,Thoothukkudi,Vilathikulam,Vilathikulam,9.15,78.16666667,Karisalkulam,"Dug Well",W23095,2018,12.26,NA,NA,10.46
TN,Thoothukkudi,Sattankulam,Udangudi,8.4,78.05416667,Kulasekharaptnm,"Dug Well",W02738,2018,4.04,2.51,NA,NA
TN,Thoothukkudi,Sattankulam,Udangudi,8.4375,77.97361111,Nazareth,"Dug Well",W02733,2018,4.85,2.35,NA,NA
TN,Thoothukkudi,Sattankulam,Alwarthirunagiri,8.51805556,77.85555556,Paikulam,"Bore Well",W20313,2018,11.35,9.92,NA,NA
TN,Thoothukkudi,Tiruchendur,Alwarthirunagiri,8.49583333,77.83333333,Saidunganallur,"Dug Well",W02747,2018,5.7,2,NA,NA
TN,Thoothukkudi,Tiruchendur,Tiruchendur,8.49444444,78.12222222,Tiruchendur-e,"Dug Well",W02748,2018,5.85,5.16,NA,NA
TN,Thoothukkudi,Tiruchendur,Tiruchendur,8.49583333,78.12083333,Tiruchendur-w,"Dug Well",W02749,2018,'0.92,'0.56,NA,NA
TN,Thoothukkudi,Srivaikuntam,Karunkulam,8.60833333,77.85,Thailapuram,"Bore Well",W02741,2018,7.99,1.4,NA,NA
TN,Thoothukkudi,Srivaikuntam,Srivaikuntam,8.625,77.90833333,Srivaikundam1,"Dug Well",W02744,2018,3.94,3.39,NA,NA
TN,Thoothukkudi,Srivaikuntam,Srivaikuntam,8.65,77.95,Petmanagar,"Bore Well",W02743,2018,5.8,2.4,NA,NA
TN,Thoothukkudi,Srivaikuntam,Karunkulam,8.73444444,77.91944444,Devachayalpuram,"Dug Well",W02739,2018,9.55,3.35,NA,NA
TN,Thoothukkudi,Srivaikuntam,Karunkulam,8.83333333,77.89583333,Maniyachi1,"Dug Well",W02740,2018,7.2,5.7,NA,NA
TN,Thoothukkudi,Thoothukkudi,Thoothukkudi,8.80833333,78.13888889,Tuticorin1,"Dug Well",W02746,2018,2.4,2.32,NA,NA
TN,Thoothukkudi,Ottapidaram,Ottapidaram,8.86666667,77.9,Maniyachi,"Bore Well",W02730,2018,5.7,2.93,NA,NA
TN,Thoothukkudi,Ottapidaram,Ottapidaram,9.02916667,78.04583333,Eppodumvendram,"Dug Well",W02728,2018,4.75,3.58,NA,NA
TN,Thoothukkudi,Ottapidaram,Ottapidaram,8.93055556,78.09166667,Kurukkuchali,"Dug Well",W02729,2018,8.3,6.63,NA,NA
TN,Thoothukkudi,Kovilpatti,Kayatharu,9.05833333,77.85,Villiseri,"Bore Well",W02723,2018,10.9,1.5,NA,NA
TN,Thoothukkudi,Kovilpatti,Kayatharu,9.14861111,77.71666667,Kalugumalai-1,"Bore Well",W02719,2018,6.73,4.4,NA,NA
TN,Thoothukkudi,Kovilpatti,Kovilpatti,9.21777778,77.98333333,Ettaiyapuram-2,"Bore Well",W02725,2018,5,4,NA,NA
TN,Thoothukkudi,Vilathikulam,Pudur,9.325,78.08194444,Vembur,"Dug Well",W02752,2018,7.5,7.48,NA,NA
