STATE,DISTRICT,TEH_NAME,BLOCK_NAME,LAT,LON,SITE_NAME,SITE_TYPE,WLCODE,YEAR_OBS,MONSOON,POMRB,POMKH,PREMON
TN,Virudunagar,Sattur,Sattur,9.325,78.00833333,Nenmeni1,"Bore Well",W02899,2018,6.75,5.8,NA,NA
TN,Virudunagar,Aruppukkottai,Aruppukkottai,9.5125,78.09583333,Aruppukottai-w,"Dug Well",W23213,2018,NA,5.15,NA,NA
TN,Virudunagar,Rajapalayam,Rajapalayam,9.4625,77.54166667,Rajapalayam1,"Dug Well",W02897,2018,5.1,2.6,NA,NA
TN,Virudunagar,Sivakasi,Sivakasi,9.41694444,77.75055556,Vilampatti,"Dug Well",W02905,2018,11.35,2.44,NA,NA
TN,Virudunagar,Sivakasi,Sivakasi,9.45,77.79166667,Sivakasi-2,"Dug Well",W02903,2018,5.07,2.14,NA,NA
TN,Virudunagar,Srivilliputhur,Srivilliputhur,9.49861111,77.7,Mullikulam,"Bore Well",W02908,2018,18.05,16.82,NA,NA
TN,Virudunagar,Virudhunagar,Virudhunagar,9.55833333,77.95833333,Sevalpatti,"Bore Well",W02915,2018,6.12,5.72,NA,NA
TN,Virudunagar,Aruppukkottai,Aruppukkottai,9.56666667,78.075,Palavanatham-1,"Bore Well",W02892,2018,6.45,6.46,NA,NA
TN,Virudunagar,Aruppukkottai,Kariapatti,9.66944444,78.10833333,Kariyapatti-1,"Bore Well",W02890,2018,23.11,16,NA,NA
TN,Virudunagar,Srivilliputhur,Srivilliputhur,9.5,77.63333333,Srivilliputhur1,"Dug Well",W02910,2018,NA,9.81,NA,NA
TN,Virudunagar,Tiruchchuli,Kariapatti,9.51111111,78.19722222,Tamilpadi,"Dug Well",W02912,2018,NA,4.75,NA,NA
TN,Virudunagar,Virudhunagar,Virudhunagar,9.58333333,77.95416667,Virudunagar,"Dug Well",W02916,2018,NA,1.85,NA,NA
TN,Virudunagar,Sivakasi,Sivakasi,9.51083333,77.755,Vadapatti,"Dug Well",W02904,2018,NA,8.19,NA,NA
TN,Virudunagar,Aruppukkottai,Aruppukkottai,9.55416667,78.00833333,Palavanatham-2,"Dug Well",W02888,2018,7.6,NA,NA,9.05
TN,Virudunagar,Rajapalayam,Rajapalayam,9.38333333,77.46555556,Devadanam1,"Dug Well",W02896,2018,NA,NA,NA,12.13
TN,Virudunagar,Rajapalayam,Rajapalayam,9.38333333,77.55833333,Choolapuram,"Bore Well",W02895,2018,7.93,7.3,NA,NA
TN,Virudunagar,Sattur,Sattur,9.325,78.00833333,Nenmeni1,"Bore Well",W02899,2017,NA,7.05,6.17,NA
TN,Virudunagar,Aruppukkottai,Aruppukkottai,9.5125,78.09583333,Aruppukottai-w,"Dug Well",W23213,2017,NA,6.89,4.41,NA
TN,Virudunagar,Sivakasi,Sivakasi,9.36388889,77.68611111,Alangulam,"Bore Well",W02906,2017,NA,6.72,5.72,NA
TN,Virudunagar,Rajapalayam,Rajapalayam,9.4625,77.54166667,Rajapalayam1,"Dug Well",W02897,2017,NA,7.53,5.08,NA
TN,Virudunagar,Sivakasi,Sivakasi,9.41694444,77.75055556,Vilampatti,"Dug Well",W02905,2017,NA,5.79,4.88,NA
TN,Virudunagar,Sivakasi,Sivakasi,9.45,77.79166667,Sivakasi-2,"Dug Well",W02903,2017,NA,3.77,2.27,NA
TN,Virudunagar,Srivilliputhur,Srivilliputhur,9.5,77.63333333,Srivilliputhur1,"Dug Well",W02910,2017,NA,9.91,9.66,NA
